uid,book_title,subject,summary,original_publisher,digital_publisher,format,language,copyright,author_name,published,resource_url,cover,thumbnail
449ef2d2-a218-4830-b01c-43377d1ccb84,"Kim Seng Road","nlbshtx:Architecture and Landscape>>Streets and Places|Street names--Singapore|Singapore--History|nlbdltx:Arts>>Architecture>>Public and commercial buildings|Streets and Places","Kim Seng Road was named after Peranakan philanthropist Tan Kim Seng.","na","National Library Board Singapore","text/html :. 9 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_217_2004-12-27.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/449ef2d2-a218-4830-b01c-43377d1ccb84?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/449ef2d2-a218-4830-b01c-43377d1ccb84?s=SM"
ea7f0e25-22c4-4db0-acfd-723c87d73679,"Jurong reclamation","nlbshtx:Geography>>Geographical Areas and Countries>>Singapore Offshore Islands|nlbshtx:Commerce and Industry>>Industries|Reclamation of land--Singapore|nlbdltx:Law and government>>National development>>Land use|Singapore offshore islands |Trade and industry","Singapore’s first industrial estate is located in Jurong. Before its transformation into an industrial estate, Jurong was a landscape covered in forest and swamp, with crocodile-infested rivers. There were also fish and prawn ponds. Reclamation work began in the 1960s. Swampland was reclaimed using earth obtained from the levelling of hills in the area. Subsequently, land was also reclaimed in Tuas and the southern islands. In the 1990s, work commenced to combine the southern islands to form Jurong Island, with the objective of creating a petrochemicals hub. The task of developing Jurong was initially undertaken by the Economic and Development Board, but the Jurong Town Corporation (JTC) was founded in 1968 to oversee the continued industrialisation and management of the estate.","na","National Library Board Singapore","text/html :. 18 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1076_2010-05-14.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/ea7f0e25-22c4-4db0-acfd-723c87d73679?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/ea7f0e25-22c4-4db0-acfd-723c87d73679?s=SM"
772cef09-97db-43b8-9a08-50446cac2309,"Song Hoot Kiam","nlbshtx:Personalities>>Biographies>>Religious Leaders|Song, Hoot Kiam, 1830-1900|Christians--Singapore|Christian biography--Singapore|nlbdltx:Philosophy, psychology and religion>>Religion>>Christianity|Religious leaders","Photographs of Song Hoot Kiam appear on pages 76 and 78 of the book, One hundred years' history of the Chinese in Singapore, by Song Ong Siang.","na","National Library Board Singapore","text/html :. 13 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1350_2008-10-07.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/772cef09-97db-43b8-9a08-50446cac2309?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/772cef09-97db-43b8-9a08-50446cac2309?s=SM"
e5e732c6-4a79-4a80-b9f4-8c63eb0b15b3,"Jose d'Almeida","nlbshtx:Personalities>>Biographies>>Pioneers|Jose d'Almeida, 1784 - 1850|Businessmen--Singapore--Biography|Entrepreneurship--Singapore--Biography|nlbdltx:Business, finance and industry>>Business organization>>Business enterprises|Pioneers","Jose d’Almeida Carvalho E. Silva (Dr) (b. 27 November 1784, St Pedro Do Sul, Portugal–d. 17 October 1850, Singapore), was a former Portuguese naval surgeon who came to Singapore to set up a dispensary, and later became one of Singapore’s leading merchants.","na","National Library Board Singapore","text/html :. 22 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_102_2005-01-18.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e5e732c6-4a79-4a80-b9f4-8c63eb0b15b3?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e5e732c6-4a79-4a80-b9f4-8c63eb0b15b3?s=SM"
1ea6fa8a-43de-40c0-bbb5-73cdb614a6fe,"Strait of Johor","nlbshtx:Architecture and Landscape>>Streets and Places|Johor Strait|Straits--Singapore|Territorial waters--Singapore|nlbdltx:Arts>>Architecture>>Landscape architecture|Streets and Places","The Strait of Johor is situated north of Singapore, between mainland peninsular Malaysia and Singapore. The Territorial Waters Agreement of 1927 specified an imaginary line in the Johor Strait as an international boundary, following which a new boundary line was drawn in 1994 to help resolve future border disputes. There are no marker buoys indicating the actual border line, as this deep waterway is used as a shipping lane.","na","National Library Board Singapore","text/html :. 18 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_787_2005-01-24.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/1ea6fa8a-43de-40c0-bbb5-73cdb614a6fe?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/1ea6fa8a-43de-40c0-bbb5-73cdb614a6fe?s=SM"
7cb84319-b2e4-4b43-8e02-c6897057d1e3,"Cabinet 2001","nlbshtx:Politics and Government|Representative government and representation--Singapore|nlbdltx:Law and Government>>Public administration>>Cabinet (Government Councils)|Politics and Government","Cabinet 2001 was announced by Goh Chok Tong, then prime minister of Singapore, on 17 November 2001. The swearing-in ceremony was held on 23 November 2001 in the presence of S. R. Nathan, then president of Singapore, at the State Room in The Istana. It was the last cabinet under Goh. It ended its term on 10 August 2004 when Goh officially submitted his resignation to Nathan. Then Deputy Prime Minister Lee Hsien Loong was asked to be Singapore’s third prime minister and form the next government.","na","National Library Board Singapore","text/html :. 14 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_571_2004-12-23.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/7cb84319-b2e4-4b43-8e02-c6897057d1e3?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/7cb84319-b2e4-4b43-8e02-c6897057d1e3?s=SM"
5c927e22-963a-45c6-b7cc-cc937f3cf0f2,"Bellevue Hotel","nlbshtx:Architecture and Landscape>>Building Types>>Commercial Buildings|Bellevue Hotel (Singapore)|Hotels--Singapore|nlbdltx:Business, finance and industry>>Industry>>Services>>Tourism and hospitality|Commercial buildings","Bellevue Hotel, or Hotel Bellevue, was one of the renowned hotels in early Singapore and was featured in a few guidebooks published during the early 20th century.","na","National Library Board Singapore","text/html :. 12 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1186_2007-08-16.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5c927e22-963a-45c6-b7cc-cc937f3cf0f2?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5c927e22-963a-45c6-b7cc-cc937f3cf0f2?s=SM"
8990725e-b898-4abb-9e2d-eac2aa3faf3e,"Wearne Brothers Limited","nlbshtx:Organisations>>Companies|Automobile industry and trade--Singapore|Computer industry--Singapore|nlbdltx:Business, finance and industry>>Industry>>Services>>Transportation and logistics|Business enterprises","Founded on 1 April 1906 as C. F. F. Wearne & Company, the firm was renamed Wearne Brothers Limited (WBL) on 26 November 1912 when it became a public listed company. It had initially specialised in automobile trade, but later diversified into heavy machinery and equipment, as well as technology, manufacturing, financial services, leisure and properties. In 1994, the company was renamed WBL Corporation Limited. In 2010, all of its automotive companies and divisions were repositioned under a single brand, Wearnes Automotive, which was then acquired by StarChase in 2014.","na","National Library Board Singapore","text/html :. 26 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1297_2009-06-23.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8990725e-b898-4abb-9e2d-eac2aa3faf3e?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8990725e-b898-4abb-9e2d-eac2aa3faf3e?s=SM"
c91408fb-531b-4faa-a304-bb8028ece6c4,"China trade","nlbshtx:Commerce and Industry>>Trade|Singapore--Commerce--China|nlbdltx:Business, finance and industry>>Business organization>>Business enterprises|Trade and industry","Southeast Asia’s trade with China had taken place long before the Portuguese captured Melaka in 1511, paving the way for Western imperialism in the Malay archipelago. Trade with China was known as “Nanhai trade”, with nanhai referring to “southern seas”, an area roughly equivalent to what is today’s South China Sea.","na","National Library Board Singapore","text/html :. 31 KB, 4 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_377_2005-01-18.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/c91408fb-531b-4faa-a304-bb8028ece6c4?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/c91408fb-531b-4faa-a304-bb8028ece6c4?s=SM"
a45589d7-a6da-480e-a37a-40246bca2c0d,"James Richardson Logan","nlbshtx:Personalities>>Biographies|Logan, James Richardson, 1819-1869|Periodical editors--Singapore--Biography|Lawyers--Singapore--Biography|nlbdltx:Language and literature>>Literatures>>East and Southeast Asian literature|nlbdltx:Law and government|Personalities","James Richardson Logan (b. 10 April 1819, Berwickshire, Scotland–d. 20 October 1869, Penang, Malaya) was the founder and editor of the Journal of the Indian Archipelago and Eastern Asia (JIAEA). He was also among those who advocated freedom from Indian rule, which resulted in the historic transfer of the Straits Settlements to the Colonial Office in 1867.","na","National Library Board Singapore","text/html :. 26 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1146_2009-10-27.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/a45589d7-a6da-480e-a37a-40246bca2c0d?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/a45589d7-a6da-480e-a37a-40246bca2c0d?s=SM"
5803a23a-5aa6-441b-ab2e-0e009d96ab6d,"Sabri Buang","nlbshtx:Personalities>>Biographies>>Artists|nlbshtx:Arts>>Literature>>Malay Literature>>Drama|Sabri Buang, 1964-|Dramatists, Malay--Singapore--Biography|Theatrical producers and directors--Singapore--Biography|Television producers and directors--Singapore--Biography|nlbdltx:Language and literature>>Literatures>>Austronesian and Oceanian literatures>>Malay literature|Artists |Drama","Sabri Buang (b. 1964, Singapore–) is both a writer and director of theatre and television in Singapore and abroad. In his earlier days, Sabri acted in Malay dramas for both theatre and television, and has built up a body of directorial works in English and Malay. Known for his professional work in theatre, Sabri has trained actors in Singapore, the United States, Norway and Denmark. He was the head of LASALLE-SIA College of the Arts (now Lasalle College of the Arts) School of Drama from 1999–2003. In 2004, Sabri became the creative director at Istana Budaya, Kuala Lumpur's performing arts centre.","na","National Library Board Singapore","text/html :. 29 KB, 5 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1024_2010-01-05.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5803a23a-5aa6-441b-ab2e-0e009d96ab6d?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/5803a23a-5aa6-441b-ab2e-0e009d96ab6d?s=SM"
d2eec681-d8e4-46b4-8e77-41c6de8657b3,"Liu Thai Ker","nlbshtx:Personalities>>Biographies>>Community Leaders|nlbshtx:Geography>>Population>>Urban Planning|Architects--Singapore|City planners--Singapore|nlbdltx:Arts>>Architecture>>Area planning|Community leaders |Urban planning","Liu Thai Ker (b. 23 February 1938 Muar, Johor, Malaysia –) is noted for his influence on Singapore's urban landscape as the former chief executive officer of the Housing and Development Board (HDB) and Urban Redevelopment Authority (URA). Trained as an architect, Liu’s keen sense of the arts was inherited from his father Liu Kang, a local pioneer artist. Liu also held distinguished positions in the field of local arts, urban planning and architecture.","na","National Library Board Singapore","text/html :. 16 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_584_2005-01-22.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/d2eec681-d8e4-46b4-8e77-41c6de8657b3?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/d2eec681-d8e4-46b4-8e77-41c6de8657b3?s=SM"
25308b8a-2236-43c5-a9ea-4c567f5489bb,"Charles Joseph Pemberton Paglar","nlbshtx:Personalities>>Biographies>>Community Leaders|nlbshtx:Ethnic Communities|Charles Joseph Pemberton Paglar, 1894-1954|Surgeons--Singapore--Biography|nlbdltx:History>>Asia>>Southeast Asia>>Singapore|nlbdltx:People and communities|Community leaders |Heritage and Culture","Charles Joseph Pemberton Paglar (b. 1 September 1894, Alor Gajah, Malacca –d. 9 December 1954, Singapore), surgeon, member of the Legislative Council, philanthropist, and sports patron, was a prominent Eurasian leader. During the Japanese Occupation of Singapore (1942–45), he was coerced to serve as the president of the Japanese-sponsored Eurasian Welfare Association – a connection that led to his indictment for treason by the British after the war. Paglar was not convicted as the case was withdrawn.","na","National Library Board Singapore","text/html :. 28 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1228_2008-11-28.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/25308b8a-2236-43c5-a9ea-4c567f5489bb?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/25308b8a-2236-43c5-a9ea-4c567f5489bb?s=SM"
8522fd4b-1e8f-431e-b46c-85e75b461e37,"Junior Library (1923)","nlbshtx:Architecture and Landscape>>Building Types>>Public Buildings>>Libraries|Libraries--Singapore|Public libraries--Singapore|nlbdltx:Law and government>>Culture and community>>Public libraries|Libraries","The Junior Library was declared open by Neil Malcolm, chairman of the Library Sub-Committee, on 21 July 1923. Located within the premises of the Raffles Library and Museum on Stamford Road, the library had an initial stock of about 1,000 English books.","na","National Library Board Singapore","text/html :. 8 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_693_2004-12-27.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8522fd4b-1e8f-431e-b46c-85e75b461e37?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/8522fd4b-1e8f-431e-b46c-85e75b461e37?s=SM"
79ff03f9-b785-42b3-b69f-e0796747865e,"Suchen Christine Lim","nlbshtx:Personalities>>Biographies>>Authors|nlbshtx:Arts>>Literature>>English (Singapore) Literature>>Fiction|Lim, Suchen Christine--Biography|Award winners--Singapore--Biography|Authors, Singaporean--Biography|nlbdltx:Language and literature>>Literatures>>East and Southeast Asian literature>>Singapore literature|Writers |Fiction","Suchen Christine Lim (b. 1948, Malaysia–) is the first winner of the Singapore Literature Prize (Fiction) in 1992 for her novel, A Fistful of Colours. Lim has also written short stories, children’s stories, students’ textbooks and a play. She was the International writer-in-residence at the University of Iowa, USA, in 2000.","na","National Library Board Singapore","text/html :. 25 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1323_2007-11-22.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/79ff03f9-b785-42b3-b69f-e0796747865e?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/79ff03f9-b785-42b3-b69f-e0796747865e?s=SM"
3a5b70dc-7288-4c6f-9245-3c9164b63d48,"Paul Tan","nlbshtx:Arts>>Literature>>English (Singapore) Literature>>Poetry|nlbshtx:Personalities>>Biographies>>Authors|Tan, Paul Kim Liang, 1970-|Poets--Biography|nlbdltx:Language and literature>>Literatures>>East and Southeast Asian literature>>Singapore literature|Poetry |Writers","Paul Tan Kim Liang (b. 1970–) is a poet and winner of the Singapore Literature Prize in 1993 and 1997 for his collections of poems.","na","National Library Board Singapore","text/html :. 20 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1325_2007-11-22.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/3a5b70dc-7288-4c6f-9245-3c9164b63d48?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/3a5b70dc-7288-4c6f-9245-3c9164b63d48?s=SM"
bf3f37fc-bbee-4c64-b422-7a96ca688177,"Lut Ali","nlbshtx:Personalities>>Biographies>>Artists|nlbshtx:Arts>>Literature>>Malay Literature>>Drama|Lut Ali|Dramatists, Malay--Singapore--Biography|Theatrical producers and directors--Singapore--Biography|Television producers and directors--Singapore--Biography|nlbdltx:Language and literature>>Literatures>>Austronesian and Oceanian literatures>>Malay literature|Artists |Drama","Lut Ali (b. 1 June 1957– ) is a well-known actor, television producer, playwright and director of Malay theatre and drama in Singapore. A graduate of Edith Cowan University in Australia, Lut was conferred the National Arts Council’s Young Artist Award in 1993 for his contributions to theatre. In 1998, he was voted Prime 12 (now known as Suria) channel's Best Actor for his role in Selatan Semananjung. Lut was a highly visible figure in the Malay theatre scene in the 1980s. In 1988, he founded Teater Ekamatra. The Malay theatre group has since developed to become one of the most successful Malay theatre companies in Singapore.","na","National Library Board Singapore","text/html :. 17 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1100_2010-01-05.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/bf3f37fc-bbee-4c64-b422-7a96ca688177?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/bf3f37fc-bbee-4c64-b422-7a96ca688177?s=SM"
dd361ea1-5e68-4359-8d55-d0fb39744f33,"Pulau Satumu","nlbshtx:Geography>>Geographical Areas and Countries>>Singapore Offshore Islands|Islands--Singapore|nlbdltx:History>>Asia>>Southeast Asia>>Singapore|Singapore offshore islands","Pulau Satumu, or “one tree island”, was formerly known as Coney Island. The origin of its name could have been derived from the Malay language with “sa” referring to satu (meaning one) and “tumu” referring to the large mangrove tree, Bruguiera confugata. It is out of bounds except for Raffles Lighthouse staff and visitors with special permission. The island is located 23 km southwest of Singapore at its southernmost islet. It is on the South Channel Sea passage and marks the western entrance to the Singapore Strait.","na","National Library Board Singapore","text/html :. 5 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_186_2005-01-19.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/dd361ea1-5e68-4359-8d55-d0fb39744f33?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/dd361ea1-5e68-4359-8d55-d0fb39744f33?s=SM"
e970d65b-5c7b-415e-9c42-5475f529d56a,"Ahmad bin Ibrahim","nlbshtx:Personalities>>Biographies>>Political Leaders|Ahmad Ibrahim, 1927-1962|Politicians--Singapore--Biography|nlbdltx:Law and government>>Political process>>Leadership|nlbdltx:Law and government>>Public administration>>Cabinet (Government Councils)|Politicians","Ahmad bin Ibrahim (b. 1927, Penang–d. 21 August 1962, Singapore) was a unionist, Malay political leader, elected member of the 1955 Legislative Assembly and the minister for health in the first cabinet of the People’s Action Party (PAP) government in 1959. Ahmad died in office on 21 August 1962 while serving as the minister for labour, at the age of 35.","na","National Library Board Singapore","text/html :. 7 KB, 1 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_835_2004-12-28.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e970d65b-5c7b-415e-9c42-5475f529d56a?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/e970d65b-5c7b-415e-9c42-5475f529d56a?s=SM"
469b9758-1422-4ee0-9fd5-9b6753bcbefc,"First sex reassignment surgery","nlbshtx:Politics and Government>>Health|Sex change--Singapore|nlbdltx:Health and medicine>>Medical science>>Surgery|Public health","The first sex reassignment surgery in Singapore was successfully performed on 30 July 1971 at the Kandang Kerbau Hospital (now known as the KK Women’s and Children’s Hospital). The operation involved a 24-year-old man and was the first procedure of its kind carried out in Singapore. There had been similar operations done in Singapore, but these mostly involved patients who had both male and female genitalia (hermaphrodites) and the removal of one set of genitalia. The 1971 operation was regarded as the first because it involved a surgical conversion aimed at functionally changing a person’s sex and appearance.","na","National Library Board Singapore","text/html :. 19 KB, 3 p..","eng","na","admin","2011-08-08","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1828_2011-08-04.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/469b9758-1422-4ee0-9fd5-9b6753bcbefc?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/469b9758-1422-4ee0-9fd5-9b6753bcbefc?s=SM"
007ef29a-1bfb-4781-8e3c-7fe2410222ae,"Claire Chiang","nlbshtx:Personalities>>Biographies|Chiang, Claire, 1951-|Businesswomen--Singapore--Biography|Women politicians--Singapore--Biography|nlbdltx:Business, finance and industry>>Industry>>Leisure and entertainment|nlbdltx:Law and government>>Public administration>>Cabinet (Government Councils)|Personalities","Claire Chiang (b. 4 October 1951, Singapore–) is a social activist, entrepreneur and author. She was Singapore’s Woman of the Year in 1999, and a former nominated member of parliament. Married to Ho Kwon Ping, president of the Wah Chang/Thai Wah group of companies, she is executive director of Banyan Tree Gallery. Her business acumen led her to break the long-standing tradition of an all-male Singapore Chinese Chamber of Commerce & Industry, when she became one of the first two women to be admitted to the organisation in 1995. Notwithstanding her achievements, Chiang remains down-to-earth. She actively advocates for women’s rights, family life and the disadvantaged in society.","na","National Library Board Singapore","text/html :. 22 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_455_2005-01-14.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/007ef29a-1bfb-4781-8e3c-7fe2410222ae?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/007ef29a-1bfb-4781-8e3c-7fe2410222ae?s=SM"
3db6325e-24a0-43e8-a154-795bcc686002,"Ho Kwon Ping","nlbshtx:Personalities>>Biographies|Ho, Kwon Ping, 1952-|Businessmen--Singapore--Biography|nlbdltx:Business, finance and industry>>Industry>>Leisure and entertainment|nlbdltx:Business, finance and industry>>Industry>>Construction and real estate>>Real estate|Personalities","Ho Kwon Ping (b. 24 August 1952, Hong Kong–) is a prominent businessman in Singapore. He is the chairman of Wah Chang International Corporation, which owns a portfolio of public and private companies engaged in hotel development and management, property development, agribusiness and food products in the Asia-Pacific region. Ho is also chairman of Banyan Tree Hotels and Resorts, a regional hotel chain which operates luxury hotels, resorts and health spas.","na","National Library Board Singapore","text/html :. 19 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_434_2005-01-14.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/3db6325e-24a0-43e8-a154-795bcc686002?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/3db6325e-24a0-43e8-a154-795bcc686002?s=SM"
ac9e7628-152b-4b3d-b65c-ca869e202688,"Ong Kim Seng","nlbshtx:Personalities>>Biographies>>Artists>>Cultural Medallion Recipients|nlbshtx:Arts>>Visual Arts>>Painting|Ong, Kim Seng, 1945-|Watercolorists--Singapore--Biography|Artists--Singapore--Biography|Painters--Singapore--Biography|nlbdltx:Arts>>Painting|Award winners |Painting","Eminent watercolourist Ong Kim Seng (b. 10 June 1945, Singapore–) is the former president of the Singapore Watercolour Society (1991 to 2001), a Cultural Medallion winner (Visual Art) in 1990, and winner of six awards from the prestigious American Watercolour Society. He has held numerous solo and group exhibitions since his first solo exhibition, Himalayan Trek Art Exhibition, at the Asia Art Gallery in 1979. His works have been exhibited internationally in Europe, USA, Japan and ASEAN countries.","na","National Library Board Singapore","text/html :. 27 KB, 4 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_462_2005-01-17.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/ac9e7628-152b-4b3d-b65c-ca869e202688?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/ac9e7628-152b-4b3d-b65c-ca869e202688?s=SM"
4db9b1ea-c6fb-4edb-8ac8-720324f2b1b7,"Violet Oon","nlbshtx:Personalities>>Biographies|Women cooks--Singapore|nlbdltx:Cookery>>Food|Personalities","Violet Oon (b. 1949, Malaysia–) is a food critic, consultant, chef and cookbook writer. She is said to be one of the most recognisable names in Singapore’s food scene. Oon made her name as a food columnist and was later appointed a food ambassador by the Singapore Tourism Board in the late 1980s. She has made appearances on local and foreign television and radio programmes.","na","National Library Board Singapore","text/html :. 18 KB, 2 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_459_2005-01-14.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/4db9b1ea-c6fb-4edb-8ac8-720324f2b1b7?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/4db9b1ea-c6fb-4edb-8ac8-720324f2b1b7?s=SM"
c3eb8a5c-9abe-4678-8304-61dc7eeb2368,"S. Dhanabalan","nlbshtx:Personalities>>Biographies>>Political Leaders|Dhanabalan S., 1937-|Bankers--Singapore--Biography|Politicians--Singapore--Biography|nlbdltx:Business, finance and industry>>Finance>>Banking|nlbdltx:Law and government>>Political process>>Leadership|Politicians","Suppiah Dhanabalan (b. 8 August 1937, Singapore–), also known as S. Dhanabalan or just Dhana, is a banker and former politician who served in various ministries, notably foreign affairs and national development. Since his retirement from politics, he has held chairmanships for large corporations including Temasek Holdings and DBS Group Holdings.","na","National Library Board Singapore","text/html :. 37 KB, 4 p..","eng","na","admin","2011-09-27","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1727_2011-09-26.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/c3eb8a5c-9abe-4678-8304-61dc7eeb2368?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/c3eb8a5c-9abe-4678-8304-61dc7eeb2368?s=SM"
4017dedd-3066-446f-b411-065cdf303fc4,"Roland St John Braddell","nlbshtx:Personalities>>Biographies>>Colonial Administrators|Braddell, Roland St. John, 1880-1966|Lawyers--Singapore--Biography|Lawyers--Malaysia--Malaya--Biograpy|nlbdltx:Law and government>>Jurisprudence|Colonial administrators","Dato Sir Roland St John Braddell (b. 20 December 1880, Singapore–d. 15 November 1966, London, United Kingdom), a prominent lawyer in the region, was the eldest son of Thomas de Multon Lee Braddell, Chief Justice of the Federated Malay States (1913–17), and grandson of Thomas Braddell, the first attorney-general of the Straits Settlements (1867–82). He was a joint editor and a contributor to Singapore’s centenary celebration publication, One Hundred Years of Singapore, as well as the author of numerous legal and historical publications.","na","National Library Board Singapore","text/html :. 26 KB.","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1210_2008-01-30.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/4017dedd-3066-446f-b411-065cdf303fc4?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/4017dedd-3066-446f-b411-065cdf303fc4?s=SM"
b9d3b312-db7e-418a-b7c6-0bc000f39abd,"Straits Branch of the Royal Asiatic Society","nlbshtx:Organisations>>Associations>>Societies|Royal Asiatic Society of Great Britain and Ireland. Straits Branch--History|Malaya--History|nlbdltx:History>>Asia>>Southeast Asia>>Malaysia|nlbdltx:History>>Asia>>Southeast Asia>>Singapore|Organisations","The Straits Branch of the Royal Asiatic Society was founded in November 1877 to research and document information relating to the Malay Peninsula and archipelago. It was formed by a group of colonial administrators in Singapore, and started with 150 members. Its flagship publication, Journal of the Malaysian Branch of the Royal Asiatic Society, is the oldest active publication in Singapore and Malaysia. The society is known today as the Malaysian Branch of the Royal Asiatic Society.","na","National Library Board Singapore","text/html :. 26 KB, 3 p..","eng","na","admin","na","http://eresources.nlb.gov.sg/infopedia/articles/SIP_1172_2009-10-30.html","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/b9d3b312-db7e-418a-b7c6-0bc000f39abd?s=MD","http://eservice.nlb.gov.sg/bookcoverwrapper/cover/b9d3b312-db7e-418a-b7c6-0bc000f39abd?s=SM"
